SN20150528123933 Miller test unit tz UTC,startMinute,0,minutes per hour,60
1471630819,2016-8-19 18:20:19,25,1028.40,30.43
1471630819,2016-8-19 18:20:19,50,1029.30,30.44
1471630819,2016-8-19 18:20:19,75,1029.00,30.44
1471630820,2016-8-19 18:20:20,0,1029.30,30.44
1471630820,2016-8-19 18:20:20,25,1029.00,30.44
1471630820,2016-8-19 18:20:20,50,1029.60,30.44
1471630820,2016-8-19 18:20:20,75,1029.00,30.44
1471630821,2016-8-19 18:20:21,0,1029.60,30.44
1471630821,2016-8-19 18:20:21,25,1029.30,30.44
1471630821,2016-8-19 18:20:21,50,1028.70,30.44
1471630821,2016-8-19 18:20:21,75,1029.00,30.44
1471630822,2016-8-19 18:20:22,0,1029.60,30.44
1471630822,2016-8-19 18:20:22,25,1029.60,30.44
1471630822,2016-8-19 18:20:22,50,1028.70,30.44
1471630822,2016-8-19 18:20:22,75,1028.70,30.44
1471630823,2016-8-19 18:20:23,0,1029.60,30.44
1471630823,2016-8-19 18:20:23,25,1029.00,30.43
1471630823,2016-8-19 18:20:23,50,1029.30,30.44
1471630823,2016-8-19 18:20:23,75,1029.60,30.44
1471630824,2016-8-19 18:20:24,0,1029.30,30.44
1471630824,2016-8-19 18:20:24,25,1029.30,30.44
1471630824,2016-8-19 18:20:24,50,1029.60,30.43
1471630824,2016-8-19 18:20:24,75,1029.60,30.44
1471630825,2016-8-19 18:20:25,0,1029.00,30.44
1471630825,2016-8-19 18:20:25,25,1029.60,30.44
1471630825,2016-8-19 18:20:25,50,1029.00,30.44
1471630825,2016-8-19 18:20:25,75,1028.50,30.44
1471630826,2016-8-19 18:20:26,0,1029.30,30.44
1471630826,2016-8-19 18:20:26,25,1029.30,30.44
1471630826,2016-8-19 18:20:26,50,1029.30,30.43
1471630826,2016-8-19 18:20:26,75,1029.00,30.44
1471630827,2016-8-19 18:20:27,0,1029.00,30.44
1471630827,2016-8-19 18:20:27,25,1029.00,30.44
1471630827,2016-8-19 18:20:27,50,1029.60,30.43
1471630827,2016-8-19 18:20:27,75,1029.60,30.44
1471630828,2016-8-19 18:20:28,0,1028.40,30.43
1471630828,2016-8-19 18:20:28,25,1028.70,30.44
1471630828,2016-8-19 18:20:28,50,1028.70,30.44
1471630828,2016-8-19 18:20:28,75,1028.70,30.43
1471630829,2016-8-19 18:20:29,0,1029.30,30.44
1471630829,2016-8-19 18:20:29,25,1028.70,30.43
1471630829,2016-8-19 18:20:29,50,1029.30,30.44
1471630829,2016-8-19 18:20:29,75,1029.30,30.44
1471630830,2016-8-19 18:20:30,0,1029.30,30.44
1471630830,2016-8-19 18:20:30,25,1029.00,30.43
1471630830,2016-8-19 18:20:30,50,1029.00,30.44
1471630830,2016-8-19 18:20:30,75,1028.40,30.43
1471630831,2016-8-19 18:20:31,0,1029.00,30.44
1471630831,2016-8-19 18:20:31,25,1029.30,30.43
1471630831,2016-8-19 18:20:31,50,1029.00,30.43
1471630831,2016-8-19 18:20:31,75,1029.30,30.43
1471630832,2016-8-19 18:20:32,0,1029.60,30.44
1471630832,2016-8-19 18:20:32,25,1029.90,30.43
1471630832,2016-8-19 18:20:32,50,1028.70,30.43
1471630832,2016-8-19 18:20:32,75,1029.60,30.43
1471630833,2016-8-19 18:20:33,0,1028.40,30.44
1471630833,2016-8-19 18:20:33,25,1028.40,30.44
1471630833,2016-8-19 18:20:33,50,1029.00,30.43
1471630833,2016-8-19 18:20:33,75,1028.70,30.44
1471630834,2016-8-19 18:20:34,0,1029.60,30.43
1471630834,2016-8-19 18:20:34,25,1028.70,30.43
1471630834,2016-8-19 18:20:34,50,1028.70,30.44
1471630834,2016-8-19 18:20:34,75,1029.60,30.43
1471630835,2016-8-19 18:20:35,0,1029.00,30.44
1471630835,2016-8-19 18:20:35,25,1029.90,30.44
1471630835,2016-8-19 18:20:35,50,1029.00,30.43
1471630835,2016-8-19 18:20:35,75,1029.00,30.44
1471630836,2016-8-19 18:20:36,0,1029.30,30.43
1471630836,2016-8-19 18:20:36,25,1029.60,30.43
1471630836,2016-8-19 18:20:36,50,1029.00,30.43
1471630836,2016-8-19 18:20:36,75,1029.90,30.43
1471630837,2016-8-19 18:20:37,0,1029.30,30.44
1471630837,2016-8-19 18:20:37,25,1029.30,30.43
1471630837,2016-8-19 18:20:37,50,1029.60,30.43
1471630837,2016-8-19 18:20:37,75,1028.70,30.44
1471630838,2016-8-19 18:20:38,0,1029.30,30.43
1471630838,2016-8-19 18:20:38,25,1029.00,30.43
1471630838,2016-8-19 18:20:38,50,1029.00,30.44
1471630838,2016-8-19 18:20:38,75,1029.00,30.43
1471630839,2016-8-19 18:20:39,0,1029.30,30.43
1471630839,2016-8-19 18:20:39,25,1028.10,30.43
1471630839,2016-8-19 18:20:39,50,1029.60,30.43
1471630839,2016-8-19 18:20:39,75,1029.00,30.43
1471630840,2016-8-19 18:20:40,0,1028.70,30.43
1471630840,2016-8-19 18:20:40,25,1028.70,30.43
1471630840,2016-8-19 18:20:40,50,1029.00,30.44
1471630840,2016-8-19 18:20:40,75,1028.70,30.43
1471630841,2016-8-19 18:20:41,0,1029.30,30.43
1471630841,2016-8-19 18:20:41,25,1029.60,30.43
1471630841,2016-8-19 18:20:41,50,1029.00,30.43
1471630841,2016-8-19 18:20:41,75,1029.00,30.43
1471630842,2016-8-19 18:20:42,0,1029.00,30.43
1471630842,2016-8-19 18:20:42,25,1028.70,30.43
1471630842,2016-8-19 18:20:42,50,1028.40,30.43
1471630842,2016-8-19 18:20:42,75,1028.70,30.43
1471630843,2016-8-19 18:20:43,0,1029.60,30.43
1471630843,2016-8-19 18:20:43,25,1028.70,30.43
1471630843,2016-8-19 18:20:43,50,1029.00,30.44
1471630843,2016-8-19 18:20:43,75,1028.70,30.43
1471630844,2016-8-19 18:20:44,0,1029.90,30.43
1471630844,2016-8-19 18:20:44,25,1029.30,30.43
1471630844,2016-8-19 18:20:44,50,1029.30,30.43
1471630844,2016-8-19 18:20:44,75,1029.60,30.43
1471630845,2016-8-19 18:20:45,0,1029.30,30.43
1471630845,2016-8-19 18:20:45,25,1029.60,30.43
1471630845,2016-8-19 18:20:45,50,1028.70,30.43
1471630845,2016-8-19 18:20:45,75,1028.70,30.43
1471630846,2016-8-19 18:20:46,0,1029.00,30.43
1471630846,2016-8-19 18:20:46,25,1028.70,30.43
1471630846,2016-8-19 18:20:46,50,1029.30,30.43
1471630846,2016-8-19 18:20:46,75,1029.00,30.43
1471630847,2016-8-19 18:20:47,0,1029.00,30.43
1471630847,2016-8-19 18:20:47,25,1029.00,30.42
1471630847,2016-8-19 18:20:47,50,1029.00,30.43
1471630847,2016-8-19 18:20:47,75,1029.00,30.43
1471630848,2016-8-19 18:20:48,0,1028.70,30.43
1471630848,2016-8-19 18:20:48,25,1029.30,30.43
1471630848,2016-8-19 18:20:48,50,1030.20,30.43
1471630848,2016-8-19 18:20:48,75,1029.60,30.43
1471630849,2016-8-19 18:20:49,0,1029.00,30.42
1471630849,2016-8-19 18:20:49,25,1029.90,30.43
1471630849,2016-8-19 18:20:49,50,1028.40,30.43
1471630849,2016-8-19 18:20:49,75,1028.70,30.43
1471630850,2016-8-19 18:20:50,0,1029.00,30.42
1471630850,2016-8-19 18:20:50,25,1029.00,30.42
1471630850,2016-8-19 18:20:50,50,1029.30,30.43
1471630850,2016-8-19 18:20:50,75,1029.00,30.43
1471630851,2016-8-19 18:20:51,0,1029.00,30.43
1471630851,2016-8-19 18:20:51,25,1029.00,30.43
1471630851,2016-8-19 18:20:51,50,1029.60,30.43
1471630851,2016-8-19 18:20:51,75,1030.20,30.43
1471630852,2016-8-19 18:20:52,0,1029.60,30.43
1471630852,2016-8-19 18:20:52,25,1029.60,30.43
1471630852,2016-8-19 18:20:52,50,1028.70,30.43
1471630852,2016-8-19 18:20:52,75,1029.30,30.43
1471630853,2016-8-19 18:20:53,0,1028.70,30.43
1471630853,2016-8-19 18:20:53,25,1028.70,30.43
1471630853,2016-8-19 18:20:53,50,1029.00,30.43
1471630853,2016-8-19 18:20:53,75,1028.70,30.43
1471630854,2016-8-19 18:20:54,0,1029.60,30.43
1471630854,2016-8-19 18:20:54,25,1030.20,30.44
1471630854,2016-8-19 18:20:54,50,1029.30,30.43
1471630854,2016-8-19 18:20:54,75,1029.00,30.43
1471630855,2016-8-19 18:20:55,0,1029.30,30.43
1471630855,2016-8-19 18:20:55,25,1028.70,30.43
1471630855,2016-8-19 18:20:55,50,1029.30,30.42
1471630855,2016-8-19 18:20:55,75,1028.70,30.42
1471630856,2016-8-19 18:20:56,0,1029.00,30.43
1471630856,2016-8-19 18:20:56,25,1029.30,30.43
1471630856,2016-8-19 18:20:56,50,1029.90,30.43
1471630856,2016-8-19 18:20:56,75,1029.30,30.43
1471630857,2016-8-19 18:20:57,0,1029.60,30.43
1471630857,2016-8-19 18:20:57,25,1029.60,30.42
1471630857,2016-8-19 18:20:57,50,1029.30,30.43
1471630857,2016-8-19 18:20:57,75,1029.30,30.42
1471630858,2016-8-19 18:20:58,0,1029.60,30.43
1471630858,2016-8-19 18:20:58,25,1029.30,30.43
1471630858,2016-8-19 18:20:58,50,1029.90,30.43
1471630858,2016-8-19 18:20:58,75,1029.30,30.43
1471630859,2016-8-19 18:20:59,0,1029.60,30.43
1471630859,2016-8-19 18:20:59,25,1029.00,30.42
1471630859,2016-8-19 18:20:59,50,1029.30,30.42
1471630859,2016-8-19 18:20:59,75,1029.00,30.43
1471630860,2016-8-19 18:21:0,0,1028.70,30.42
1471630860,2016-8-19 18:21:0,25,1029.60,30.43
1471630860,2016-8-19 18:21:0,50,1029.60,30.43
1471630860,2016-8-19 18:21:0,75,1029.60,30.42
1471630861,2016-8-19 18:21:1,0,1029.60,30.42
1471630861,2016-8-19 18:21:1,25,1029.60,30.43
1471630861,2016-8-19 18:21:1,50,1029.60,30.43
1471630861,2016-8-19 18:21:1,75,1029.30,30.42
1471630862,2016-8-19 18:21:2,0,1028.70,30.42
1471630862,2016-8-19 18:21:2,25,1029.90,30.42
1471630862,2016-8-19 18:21:2,50,1028.70,30.42
1471630862,2016-8-19 18:21:2,75,1029.60,30.42
1471630863,2016-8-19 18:21:3,0,1029.00,30.42
1471630863,2016-8-19 18:21:3,25,1029.00,30.42
1471630863,2016-8-19 18:21:3,50,1029.60,30.42
1471630863,2016-8-19 18:21:3,75,1029.30,30.43
1471630864,2016-8-19 18:21:4,0,1029.90,30.43
1471630864,2016-8-19 18:21:4,25,1029.30,30.42
1471630864,2016-8-19 18:21:4,50,1029.00,30.42
1471630864,2016-8-19 18:21:4,75,1029.00,30.42
1471630865,2016-8-19 18:21:5,0,1029.00,30.43
1471630865,2016-8-19 18:21:5,25,1029.00,30.43
1471630865,2016-8-19 18:21:5,50,1029.60,30.42
1471630865,2016-8-19 18:21:5,75,1029.60,30.42
1471630866,2016-8-19 18:21:6,0,1029.30,30.43
1471630866,2016-8-19 18:21:6,25,1029.90,30.42
1471630866,2016-8-19 18:21:6,50,1029.60,30.42
1471630866,2016-8-19 18:21:6,75,1029.00,30.43
1471630867,2016-8-19 18:21:7,0,1028.70,30.42
1471630867,2016-8-19 18:21:7,25,1029.30,30.43
1471630867,2016-8-19 18:21:7,50,1029.00,30.42
1471630867,2016-8-19 18:21:7,75,1029.30,30.42
1471630868,2016-8-19 18:21:8,0,1029.60,30.42
1471630868,2016-8-19 18:21:8,25,1028.70,30.42
1471630868,2016-8-19 18:21:8,50,1029.60,30.43
1471630868,2016-8-19 18:21:8,75,1029.90,30.43
1471630869,2016-8-19 18:21:9,0,1029.30,30.42
1471630869,2016-8-19 18:21:9,25,1028.40,30.42
1471630869,2016-8-19 18:21:9,50,1028.70,30.42
1471630869,2016-8-19 18:21:9,75,1028.10,30.42
1471630870,2016-8-19 18:21:10,0,1029.60,30.42
1471630870,2016-8-19 18:21:10,25,1029.00,30.42
1471630870,2016-8-19 18:21:10,50,1028.70,30.42
1471630870,2016-8-19 18:21:10,75,1028.40,30.42
1471630871,2016-8-19 18:21:11,0,1029.90,30.42
1471630871,2016-8-19 18:21:11,25,1029.60,30.42
1471630871,2016-8-19 18:21:11,50,1028.70,30.42
1471630871,2016-8-19 18:21:11,75,1029.30,30.42
1471630872,2016-8-19 18:21:12,0,1029.60,30.42
1471630872,2016-8-19 18:21:12,25,1029.30,30.43
1471630872,2016-8-19 18:21:12,50,1029.00,30.42
1471630872,2016-8-19 18:21:12,75,1029.00,30.42
1471630873,2016-8-19 18:21:13,0,1028.70,30.42
1471630873,2016-8-19 18:21:13,25,1029.30,30.42
1471630873,2016-8-19 18:21:13,50,1029.00,30.42
1471630873,2016-8-19 18:21:13,75,1029.60,30.43
1471630874,2016-8-19 18:21:14,0,1029.00,30.42
1471630874,2016-8-19 18:21:14,25,1029.00,30.42
1471630874,2016-8-19 18:21:14,50,1029.00,30.43
1471630874,2016-8-19 18:21:14,75,1028.70,30.42
1471630875,2016-8-19 18:21:15,0,1029.60,30.42
1471630875,2016-8-19 18:21:15,25,1029.00,30.42
1471630875,2016-8-19 18:21:15,50,1029.60,30.42
1471630875,2016-8-19 18:21:15,75,1029.60,30.42
1471630876,2016-8-19 18:21:16,0,1029.00,30.43
1471630876,2016-8-19 18:21:16,25,1029.30,30.42
1471630876,2016-8-19 18:21:16,50,1029.00,30.43
1471630876,2016-8-19 18:21:16,75,1028.70,30.42
1471630877,2016-8-19 18:21:17,0,1029.00,30.42
1471630877,2016-8-19 18:21:17,25,1029.00,30.41
1471630877,2016-8-19 18:21:17,50,1029.00,30.42
1471630877,2016-8-19 18:21:17,75,1029.60,30.42
1471630878,2016-8-19 18:21:18,0,1029.60,30.42
1471630878,2016-8-19 18:21:18,25,1029.30,30.42
1471630878,2016-8-19 18:21:18,50,1029.60,30.42
1471630878,2016-8-19 18:21:18,75,1029.90,30.43
1471630879,2016-8-19 18:21:19,0,1028.70,30.43
1471630879,2016-8-19 18:21:19,25,1029.30,30.41
1471630879,2016-8-19 18:21:19,50,1029.60,30.42
1471630879,2016-8-19 18:21:19,75,1029.60,30.41
1471630880,2016-8-19 18:21:20,0,1029.60,30.42
1471630880,2016-8-19 18:21:20,25,1029.00,30.41
1471630880,2016-8-19 18:21:20,50,1029.30,30.42
1471630880,2016-8-19 18:21:20,75,1029.30,30.42
1471630881,2016-8-19 18:21:21,0,1029.30,30.42
1471630881,2016-8-19 18:21:21,25,1029.30,30.41
1471630881,2016-8-19 18:21:21,50,1028.70,30.41
1471630881,2016-8-19 18:21:21,75,1029.60,30.42
1471630882,2016-8-19 18:21:22,0,1029.30,30.42
1471630882,2016-8-19 18:21:22,25,1029.30,30.41
1471630882,2016-8-19 18:21:22,50,1029.00,30.42
1471630882,2016-8-19 18:21:22,75,1029.00,30.41
1471630883,2016-8-19 18:21:23,0,1029.00,30.41
1471630883,2016-8-19 18:21:23,25,1029.30,30.42
1471630883,2016-8-19 18:21:23,50,1029.30,30.41
1471630883,2016-8-19 18:21:23,75,1029.30,30.42
1471630884,2016-8-19 18:21:24,0,1028.70,30.42
1471630884,2016-8-19 18:21:24,25,1029.00,30.42
1471630884,2016-8-19 18:21:24,50,1029.30,30.41
1471630884,2016-8-19 18:21:24,75,1029.00,30.42
1471630885,2016-8-19 18:21:25,0,1029.30,30.41
1471630885,2016-8-19 18:21:25,25,1029.30,30.42
1471630885,2016-8-19 18:21:25,50,1029.30,30.42
1471630885,2016-8-19 18:21:25,75,1029.60,30.42
1471630886,2016-8-19 18:21:26,0,1029.00,30.42
1471630886,2016-8-19 18:21:26,25,1029.00,30.42
1471630886,2016-8-19 18:21:26,50,1029.00,30.42
1471630886,2016-8-19 18:21:26,75,1029.30,30.41
1471630887,2016-8-19 18:21:27,0,1029.00,30.41
1471630887,2016-8-19 18:21:27,25,1029.00,30.41
1471630887,2016-8-19 18:21:27,50,1029.00,30.42
1471630887,2016-8-19 18:21:27,75,1029.30,30.42
1471630888,2016-8-19 18:21:28,0,1028.70,30.42
1471630888,2016-8-19 18:21:28,25,1029.30,30.42
1471630888,2016-8-19 18:21:28,50,1029.00,30.41
1471630888,2016-8-19 18:21:28,75,1029.60,30.41
1471630889,2016-8-19 18:21:29,0,1029.30,30.41
1471630889,2016-8-19 18:21:29,25,1029.30,30.41
1471630889,2016-8-19 18:21:29,50,1029.00,30.42
1471630889,2016-8-19 18:21:29,75,1029.30,30.42
1471630890,2016-8-19 18:21:30,0,1029.60,30.41
1471630890,2016-8-19 18:21:30,25,1029.30,30.42
1471630890,2016-8-19 18:21:30,50,1028.70,30.41
1471630890,2016-8-19 18:21:30,75,1029.00,30.41
1471630891,2016-8-19 18:21:31,0,1029.30,30.42
1471630891,2016-8-19 18:21:31,25,1029.30,30.41
1471630891,2016-8-19 18:21:31,50,1029.00,30.41
1471630891,2016-8-19 18:21:31,75,1030.20,30.41
1471630892,2016-8-19 18:21:32,0,1029.90,30.41
1471630892,2016-8-19 18:21:32,25,1029.60,30.41
1471630892,2016-8-19 18:21:32,50,1029.60,30.42
1471630892,2016-8-19 18:21:32,75,1029.00,30.41
1471630893,2016-8-19 18:21:33,0,1029.30,30.41
1471630893,2016-8-19 18:21:33,25,1028.70,30.41
1471630893,2016-8-19 18:21:33,50,1029.30,30.41
1471630893,2016-8-19 18:21:33,75,1029.60,30.41
1471630894,2016-8-19 18:21:34,0,1029.60,30.41
1471630894,2016-8-19 18:21:34,25,1029.60,30.42
1471630894,2016-8-19 18:21:34,50,1029.90,30.42
1471630894,2016-8-19 18:21:34,75,1029.30,30.42
1471630895,2016-8-19 18:21:35,0,1029.00,30.41
1471630895,2016-8-19 18:21:35,25,1029.60,30.42
1471630895,2016-8-19 18:21:35,50,1029.60,30.41
1471630895,2016-8-19 18:21:35,75,1029.00,30.41
1471630896,2016-8-19 18:21:36,0,1029.30,30.41
1471630896,2016-8-19 18:21:36,25,1029.30,30.41
1471630896,2016-8-19 18:21:36,50,1028.70,30.41
1471630896,2016-8-19 18:21:36,75,1029.30,30.41
1471630897,2016-8-19 18:21:37,0,1028.70,30.42
1471630897,2016-8-19 18:21:37,25,1028.70,30.41
1471630897,2016-8-19 18:21:37,50,1029.00,30.42
1471630897,2016-8-19 18:21:37,75,1029.60,30.41
1471630898,2016-8-19 18:21:38,0,1028.40,30.41
1471630898,2016-8-19 18:21:38,25,1029.00,30.41
1471630898,2016-8-19 18:21:38,50,1029.00,30.41
1471630898,2016-8-19 18:21:38,75,1029.30,30.41
1471630899,2016-8-19 18:21:39,0,1029.00,30.42
1471630899,2016-8-19 18:21:39,25,1028.70,30.41
1471630899,2016-8-19 18:21:39,50,1029.90,30.41
1471630899,2016-8-19 18:21:39,75,1028.70,30.41
1471630900,2016-8-19 18:21:40,0,1029.30,30.42
1471630900,2016-8-19 18:21:40,25,1029.30,30.41
1471630900,2016-8-19 18:21:40,50,1029.30,30.41
1471630900,2016-8-19 18:21:40,75,1028.40,30.41
1471630901,2016-8-19 18:21:41,0,1028.40,30.41
1471630901,2016-8-19 18:21:41,25,1028.40,30.41
1471630901,2016-8-19 18:21:41,50,1028.70,30.41
1471630901,2016-8-19 18:21:41,75,1029.00,30.41
1471630902,2016-8-19 18:21:42,0,1029.00,30.40
1471630902,2016-8-19 18:21:42,25,1029.00,30.41
1471630902,2016-8-19 18:21:42,50,1029.00,30.41
1471630902,2016-8-19 18:21:42,75,1029.00,30.41
1471630903,2016-8-19 18:21:43,0,1028.70,30.42
1471630903,2016-8-19 18:21:43,25,1029.60,30.41
1471630903,2016-8-19 18:21:43,50,1029.30,30.41
1471630903,2016-8-19 18:21:43,75,1030.20,30.41
1471630904,2016-8-19 18:21:44,0,1029.60,30.41
1471630904,2016-8-19 18:21:44,25,1029.30,30.41
1471630904,2016-8-19 18:21:44,50,1029.00,30.41
1471630904,2016-8-19 18:21:44,75,1029.00,30.41
1471630905,2016-8-19 18:21:45,0,1029.00,30.41
1471630905,2016-8-19 18:21:45,25,1029.60,30.41
1471630905,2016-8-19 18:21:45,50,1028.70,30.41
1471630905,2016-8-19 18:21:45,75,1029.60,30.41
1471630906,2016-8-19 18:21:46,0,1029.30,30.41
1471630906,2016-8-19 18:21:46,25,1029.30,30.41
1471630906,2016-8-19 18:21:46,50,1029.00,30.41
1471630906,2016-8-19 18:21:46,75,1029.30,30.41
1471630907,2016-8-19 18:21:47,0,1029.30,30.41
1471630907,2016-8-19 18:21:47,25,1029.30,30.42
1471630907,2016-8-19 18:21:47,50,1029.30,30.41
1471630907,2016-8-19 18:21:47,75,1029.60,30.40
1471630908,2016-8-19 18:21:48,0,1029.90,30.41
1471630908,2016-8-19 18:21:48,25,1029.30,30.40
1471630908,2016-8-19 18:21:48,50,1028.70,30.41
1471630908,2016-8-19 18:21:48,75,1029.00,30.40
1471630909,2016-8-19 18:21:49,0,1029.30,30.40
1471630909,2016-8-19 18:21:49,25,1029.00,30.40
1471630909,2016-8-19 18:21:49,50,1028.70,30.41
1471630909,2016-8-19 18:21:49,75,1028.70,30.40
1471630910,2016-8-19 18:21:50,0,1029.00,30.41
1471630910,2016-8-19 18:21:50,25,1029.60,30.41
1471630910,2016-8-19 18:21:50,50,1029.30,30.40
1471630910,2016-8-19 18:21:50,75,1029.90,30.41
1471630911,2016-8-19 18:21:51,0,1029.30,30.40
1471630911,2016-8-19 18:21:51,25,1029.30,30.41
1471630911,2016-8-19 18:21:51,50,1029.30,30.41
1471630911,2016-8-19 18:21:51,75,1029.90,30.41
1471630912,2016-8-19 18:21:52,0,1029.30,30.41
1471630912,2016-8-19 18:21:52,25,1029.00,30.41
1471630912,2016-8-19 18:21:52,50,1029.00,30.41
1471630912,2016-8-19 18:21:52,75,1029.90,30.41
1471630913,2016-8-19 18:21:53,0,1029.60,30.41
1471630913,2016-8-19 18:21:53,25,1029.30,30.41
1471630913,2016-8-19 18:21:53,50,1029.30,30.40
1471630913,2016-8-19 18:21:53,75,1028.70,30.41
1471630914,2016-8-19 18:21:54,0,1029.00,30.41
1471630914,2016-8-19 18:21:54,25,1029.00,30.40
1471630914,2016-8-19 18:21:54,50,1028.70,30.40
1471630914,2016-8-19 18:21:54,75,1029.60,30.40
1471630915,2016-8-19 18:21:55,0,1029.00,30.40
1471630915,2016-8-19 18:21:55,25,1029.00,30.41
1471630915,2016-8-19 18:21:55,50,1029.30,30.40
1471630915,2016-8-19 18:21:55,75,1028.70,30.41
1471630916,2016-8-19 18:21:56,0,1029.00,30.41
1471630916,2016-8-19 18:21:56,25,1029.00,30.40
1471630916,2016-8-19 18:21:56,50,1029.30,30.41
1471630916,2016-8-19 18:21:56,75,1029.60,30.40
1471630917,2016-8-19 18:21:57,0,1029.30,30.40
1471630917,2016-8-19 18:21:57,25,1029.60,30.41
1471630917,2016-8-19 18:21:57,50,1028.40,30.40
1471630917,2016-8-19 18:21:57,75,1029.30,30.40
1471630918,2016-8-19 18:21:58,0,1029.60,30.40
1471630918,2016-8-19 18:21:58,25,1029.00,30.41
1471630918,2016-8-19 18:21:58,50,1029.00,30.40
1471630918,2016-8-19 18:21:58,75,1029.00,30.40
1471630919,2016-8-19 18:21:59,0,1029.00,30.41
1471630919,2016-8-19 18:21:59,25,1029.00,30.40
1471630919,2016-8-19 18:21:59,50,1028.70,30.41
